step,metric_value,label,metric_name
20,34.001507537688454,low instability,Instability Index
21,27.676884422110547,low instability,Instability Index
22,40.05879396984924,low instability,Instability Index
23,33.18737373737372,low instability,Instability Index
24,37.58383838383838,low instability,Instability Index
25,34.38984771573603,low instability,Instability Index
26,28.002040816326538,low instability,Instability Index
27,27.805612244897965,low instability,Instability Index
28,23.205612244897956,low instability,Instability Index
29,21.41020408163265,low instability,Instability Index
30,13.105102040816316,low instability,Instability Index
31,11.363265306122447,low instability,Instability Index
32,10.732653061224488,low instability,Instability Index
33,4.8602040816326575,low instability,Instability Index
34,3.1142857142857183,low instability,Instability Index
35,0.3515306122448966,low instability,Instability Index
36,5.0107142857142914,low instability,Instability Index
37,5.66938775510204,low instability,Instability Index
38,2.4239795918367366,low instability,Instability Index
39,-0.3892857142857138,low instability,Instability Index
40,1.7244897959183683,low instability,Instability Index
41,4.391326530612248,low instability,Instability Index
42,5.058673469387756,low instability,Instability Index
43,9.59234693877551,low instability,Instability Index
44,12.974999999999996,low instability,Instability Index
45,14.1734693877551,low instability,Instability Index
46,14.204081632653066,low instability,Instability Index
47,16.287244897959184,low instability,Instability Index
48,14.045408163265305,low instability,Instability Index
49,11.301020408163255,low instability,Instability Index
50,11.094897959183664,low instability,Instability Index
51,12.883163265306113,low instability,Instability Index
52,10.818367346938771,low instability,Instability Index
53,10.1219387755102,low instability,Instability Index
54,14.332142857142854,low instability,Instability Index
55,13.074489795918367,low instability,Instability Index
56,17.871428571428567,low instability,Instability Index
57,16.329591836734693,low instability,Instability Index
58,14.853061224489794,low instability,Instability Index
59,15.659693877551016,low instability,Instability Index
60,15.472959183673465,low instability,Instability Index
61,13.507653061224488,low instability,Instability Index
62,9.907653061224483,low instability,Instability Index
63,7.4484693877550985,low instability,Instability Index
64,8.648469387755096,low instability,Instability Index
65,6.032653061224484,low instability,Instability Index
66,4.616836734693879,low instability,Instability Index
67,2.15765306122449,low instability,Instability Index
68,-0.45969387755101715,low instability,Instability Index
69,2.9229591836734725,low instability,Instability Index
70,6.1892857142857185,low instability,Instability Index
71,6.964285714285713,low instability,Instability Index
72,6.964285714285716,low instability,Instability Index
73,7.281122448979594,low instability,Instability Index
74,7.181632653061229,low instability,Instability Index
75,4.665306122448982,low instability,Instability Index
76,3.634183673469391,low instability,Instability Index
77,1.6673469387755095,low instability,Instability Index
78,0.10459183673469447,low instability,Instability Index
79,-1.5933673469387755,low instability,Instability Index
80,1.2188775510204088,low instability,Instability Index
81,3.084693877551021,low instability,Instability Index
82,1.2372448979591848,low instability,Instability Index
83,0.03724489795918397,low instability,Instability Index
84,2.7678571428571423,low instability,Instability Index
85,-0.614795918367346,low instability,Instability Index
86,1.0892307692307701,low instability,Instability Index
87,-0.5497435897435892,low instability,Instability Index
88,-2.4082051282051258,low instability,Instability Index
89,0.9933333333333338,low instability,Instability Index
90,2.9769230769230783,low instability,Instability Index
91,0.012307692307691862,low instability,Instability Index
92,-0.9753846153846155,low instability,Instability Index
93,-0.20461538461538417,low instability,Instability Index
94,-0.22628865979381463,low instability,Instability Index
95,-2.550515463917525,low instability,Instability Index
96,-3.7711340206185557,low instability,Instability Index
97,-0.35360824742267993,low instability,Instability Index
98,0.8587628865979383,low instability,Instability Index
99,0.4922680412371137,low instability,Instability Index
100,2.1422680412371142,low instability,Instability Index
0,30.0685,high instability,Instability Index
1,27.2205,high instability,Instability Index
2,25.472499999999997,high instability,Instability Index
3,25.59899999999998,high instability,Instability Index
4,33.13417085427134,high instability,Instability Index
5,39.78140703517586,high instability,Instability Index
6,45.16331658291457,high instability,Instability Index
7,53.11256281407038,high instability,Instability Index
8,48.42060301507538,high instability,Instability Index
9,36.95276381909547,high instability,Instability Index
10,43.631155778894474,high instability,Instability Index
11,53.80100502512565,high instability,Instability Index
12,56.856783919598016,high instability,Instability Index
13,55.50050251256284,high instability,Instability Index
14,58.01206030150757,high instability,Instability Index
15,53.56130653266332,high instability,Instability Index
16,52.261111111111106,high instability,Instability Index
17,54.68131313131313,high instability,Instability Index
18,59.40959595959595,high instability,Instability Index
19,59.35404040404039,high instability,Instability Index
20,64.3469696969697,high instability,Instability Index
21,65.01010101010101,high instability,Instability Index
22,66.17878787878787,high instability,Instability Index
23,66.7530303030303,high instability,Instability Index
24,63.208080808080794,high instability,Instability Index
25,71.29999999999998,high instability,Instability Index
26,74.93787878787877,high instability,Instability Index
27,69.66464646464645,high instability,Instability Index
28,71.82525252525251,high instability,Instability Index
29,64.48131313131312,high instability,Instability Index
30,64.29545454545452,high instability,Instability Index
31,53.24242424242422,high instability,Instability Index
32,57.621717171717165,high instability,Instability Index
33,55.053030303030276,high instability,Instability Index
34,52.15505050505048,high instability,Instability Index
35,60.35101010101008,high instability,Instability Index
36,62.815151515151506,high instability,Instability Index
37,68.17474747474746,high instability,Instability Index
38,66.79292929292929,high instability,Instability Index
39,70.71666666666665,high instability,Instability Index
40,70.5712121212121,high instability,Instability Index
41,67.77171717171714,high instability,Instability Index
42,73.30404040404036,high instability,Instability Index
43,69.94898989898986,high instability,Instability Index
44,73.30959595959594,high instability,Instability Index
45,74.77575757575754,high instability,Instability Index
46,70.20353535353534,high instability,Instability Index
47,68.9570707070707,high instability,Instability Index
48,69.92121212121212,high instability,Instability Index
49,76.45151515151515,high instability,Instability Index
50,77.37626262626262,high instability,Instability Index
51,84.33181818181818,high instability,Instability Index
52,83.44242424242422,high instability,Instability Index
53,74.19090909090907,high instability,Instability Index
54,69.39949494949494,high instability,Instability Index
55,72.20707070707068,high instability,Instability Index
56,73.16313131313129,high instability,Instability Index
57,78.84444444444442,high instability,Instability Index
58,76.90252525252524,high instability,Instability Index
59,81.45909090909089,high instability,Instability Index
60,78.03282828282826,high instability,Instability Index
61,79.43080808080806,high instability,Instability Index
62,80.01666666666664,high instability,Instability Index
63,87.14646464646462,high instability,Instability Index
64,81.91414141414137,high instability,Instability Index
65,81.26313131313128,high instability,Instability Index
66,74.95101010101007,high instability,Instability Index
67,73.2191919191919,high instability,Instability Index
68,70.62373737373736,high instability,Instability Index
69,70.65252525252524,high instability,Instability Index
70,76.43383838383836,high instability,Instability Index
71,78.970202020202,high instability,Instability Index
72,80.34646464646463,high instability,Instability Index
73,80.62979797979797,high instability,Instability Index
74,76.81464646464643,high instability,Instability Index
75,81.07878787878785,high instability,Instability Index
76,79.62474747474745,high instability,Instability Index
77,80.70303030303029,high instability,Instability Index
78,75.76515151515147,high instability,Instability Index
79,81.17272727272724,high instability,Instability Index
80,89.29797979797976,high instability,Instability Index
81,83.47727272727269,high instability,Instability Index
82,79.81464646464643,high instability,Instability Index
83,78.95707070707067,high instability,Instability Index
84,82.4272727272727,high instability,Instability Index
85,86.84696969696968,high instability,Instability Index
86,88.70101010101008,high instability,Instability Index
87,80.8161616161616,high instability,Instability Index
88,77.13737373737372,high instability,Instability Index
89,70.28989898989897,high instability,Instability Index
90,67.95202020202018,high instability,Instability Index
91,72.16464646464645,high instability,Instability Index
92,81.56969696969695,high instability,Instability Index
93,82.94090909090907,high instability,Instability Index
94,84.09040404040404,high instability,Instability Index
95,89.39848484848484,high instability,Instability Index
96,76.60050505050503,high instability,Instability Index
97,85.64090909090908,high instability,Instability Index
98,79.53080808080807,high instability,Instability Index
99,73.42070707070705,high instability,Instability Index
100,80.6489898989899,high instability,Instability Index
0,-0.6725000000000003,high control,Control
1,-0.6640000000000004,high control,Control
2,-0.8035000000000002,high control,Control
3,-0.7260000000000004,high control,Control
4,-0.5185000000000003,high control,Control
5,-0.23299999999999982,high control,Control
6,-0.20700000000000002,high control,Control
7,-0.2235,high control,Control
8,-0.3395,high control,Control
9,-0.44050000000000006,high control,Control
10,-0.5480000000000004,high control,Control
11,-0.5235000000000001,high control,Control
12,-0.5035000000000002,high control,Control
13,-0.3560000000000001,high control,Control
14,-0.37500000000000006,high control,Control
15,-0.27899999999999986,high control,Control
16,-0.19199999999999992,high control,Control
17,-0.2014999999999999,high control,Control
