step,metric_value,label,metric_name
45,65.4035,high instability,Instability Index
46,68.8945,high instability,Instability Index
47,68.10500000000002,high instability,Instability Index
48,63.321000000000005,high instability,Instability Index
49,68.89500000000001,high instability,Instability Index
50,57.334999999999994,high instability,Instability Index
51,60.738000000000014,high instability,Instability Index
52,52.462500000000006,high instability,Instability Index
53,63.069500000000005,high instability,Instability Index
54,61.90550000000002,high instability,Instability Index
55,60.44400000000001,high instability,Instability Index
56,58.32050000000001,high instability,Instability Index
57,50.7525,high instability,Instability Index
58,50.274,high instability,Instability Index
59,44.70700000000001,high instability,Instability Index
60,37.084999999999994,high instability,Instability Index
61,40.37749999999999,high instability,Instability Index
62,36.3475,high instability,Instability Index
63,38.5625,high instability,Instability Index
64,35.61449999999999,high instability,Instability Index
65,33.50099999999998,high instability,Instability Index
66,29.857499999999984,high instability,Instability Index
67,35.22899999999999,high instability,Instability Index
68,30.952499999999986,high instability,Instability Index
69,37.60599999999999,high instability,Instability Index
70,34.7895,high instability,Instability Index
71,38.42499999999999,high instability,Instability Index
72,40.53449999999999,high instability,Instability Index
73,41.20349999999999,high instability,Instability Index
74,43.01650000000001,high instability,Instability Index
75,41.5965,high instability,Instability Index
76,45.80750000000001,high instability,Instability Index
77,44.738499999999995,high instability,Instability Index
78,45.7585,high instability,Instability Index
79,43.095499999999994,high instability,Instability Index
80,47.44200000000001,high instability,Instability Index
81,43.4075,high instability,Instability Index
82,51.769499999999994,high instability,Instability Index
83,52.47850000000001,high instability,Instability Index
84,49.3125,high instability,Instability Index
85,48.520500000000006,high instability,Instability Index
86,55.25450000000001,high instability,Instability Index
87,63.108000000000004,high instability,Instability Index
88,58.081500000000005,high instability,Instability Index
89,66.06450000000001,high instability,Instability Index
90,63.47399999999998,high instability,Instability Index
91,65.69949999999999,high instability,Instability Index
92,68.45049999999999,high instability,Instability Index
93,63.7305,high instability,Instability Index
94,68.3265,high instability,Instability Index
95,63.986999999999995,high instability,Instability Index
96,63.43299999999999,high instability,Instability Index
97,59.1065,high instability,Instability Index
98,56.2765,high instability,Instability Index
99,66.1075,high instability,Instability Index
100,58.653999999999996,high instability,Instability Index
0,-0.46100000000000046,high control,Control
1,-0.4285000000000002,high control,Control
2,-0.4955000000000004,high control,Control
3,-0.4560000000000002,high control,Control
4,-0.6690000000000005,high control,Control
5,-0.8505000000000003,high control,Control
6,-0.7190000000000005,high control,Control
7,-0.5950000000000003,high control,Control
8,-0.6895000000000004,high control,Control
9,-0.5020000000000003,high control,Control
10,-0.44050000000000017,high control,Control
11,-0.39250000000000024,high control,Control
12,-0.2670000000000001,high control,Control
13,-0.3065000000000001,high control,Control
14,-0.3810000000000004,high control,Control
15,-0.4355000000000003,high control,Control
16,-0.3760000000000002,high control,Control
17,-0.40900000000000036,high control,Control
18,-0.3940000000000003,high control,Control
19,-0.38300000000000023,high control,Control
20,-0.3620000000000003,high control,Control
21,-0.42950000000000055,high control,Control
22,-0.5845000000000007,high control,Control
23,-0.5675000000000003,high control,Control
